url,collected_at,popup_count,has_guest_checkout,click_depth_to_checkout,cart_persistence,has_search_autosuggest,has_quick_buy,broken_link_count,is_mobile_responsive,lcp_ms,cls,tbt_ms,ttfb_ms,performance_score,has_phone,has_email,has_address,has_return_policy,has_privacy_policy,has_tos,has_social_links,has_payment_badges,trust_score,visual_clutter_score,visual_modern_score,visual_image_quality,visual_overall,label
https://www.myntra.com,2026-02-24T05:56:53.286714,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,9,10,9,
https://www.nike.com,2026-02-24T05:58:07.583647,1,0,-1,0,0,0,9,1,7263.02,0,708.15,29,47.0,0,0,0,0,1,0,0,0,1,2,9,9,9,
